id,title,release_date,vote_average,budget,revenue
813,Airplane!,1980-07-02,7.3,3500000.0,83453539.0
37797,Whisper of the Heart,1995-07-15,7.9,0.0,0.0
59967,Looper,2012-09-26,6.9,30000000.0,47042000.0
9757,Norbit,2007-02-08,5.6,10000000.0,159313561.0
81,Nausicaä of the Valley of the Wind,1984-03-11,7.9,1000000.0,3301446.0
238713,Spy,2015-05-06,6.8,65000000.0,235666219.0
50124,Frivolous Lola,1998-06-01,4.9,0.0,0.0
799876,The Outfit,2022-02-25,7.1,0.0,4026709.0
831946,Interceptor,2022-05-26,6.2,0.0,0.0
40348,Black Emanuelle,1975-11-27,4.7,0.0,0.0
605,The Matrix Revolutions,2003-11-05,6.7,150000000.0,424988211.0
77,Memento,2000-10-11,8.2,9000000.0,39723096.0
37430,Conan the Barbarian,2011-08-17,5.3,90000000.0,63523283.0
625568,Unhinged,2020-07-16,6.5,33000000.0,39238300.0
100042,Dumb and Dumber To,2014-11-12,5.5,40000000.0,169837010.0
591,The Da Vinci Code,2006-05-17,6.7,125000000.0,767820459.0
1271,300,2007-03-07,7.2,65000000.0,456082343.0
785985,The Takedown,2022-05-06,6.0,0.0,0.0
818415,Mission «Sky»,2021-11-18,8.6,0.0,0.0
9880,The Princess Diaries,2001-08-03,6.9,37000000.0,165335153.0
8961,Bad Boys II,2003-07-18,6.6,130000000.0,273339556.0
11322,Public Enemies,2009-07-01,6.7,100000000.0,214104620.0
281957,The Revenant,2015-12-25,7.5,135000000.0,532950503.0
2123,"Me, Myself & Irene",2000-06-22,6.6,51000000.0,149270999.0
452073,Young Sister-In-Law 2,2017-02-08,5.3,0.0,0.0
359289,Taste 2,2015-09-02,5.6,0.0,0.0
850028,"Alice, Darling",2022-12-30,5.9,0.0,121067.0
9874,Cobra,1986-03-21,6.1,25000000.0,49042224.0
476968,"Paul, Apostle of Christ",2018-03-23,7.5,5000000.0,22525668.0
4922,The Curious Case of Benjamin Button,2008-12-25,7.6,150000000.0,335802786.0
11770,Shaolin Soccer,2001-07-05,7.1,10000005.0,42776760.0
30575,Sailor Moon S the Movie: Hearts in Ice,1994-12-04,7.8,0.0,9940717.0
869112,Somebody I Used to Know,2023-02-10,6.1,0.0,0.0
693158,Proximity,2020-05-15,6.1,0.0,0.0
665,Ben-Hur,1959-11-18,7.9,15000000.0,164000000.0
82507,Sinister,2012-03-29,6.9,3000000.0,82515113.0
161,Ocean's Eleven,2001-12-07,7.4,85000000.0,450717150.0
9607,Super Mario Bros.,1993-05-28,4.3,48000000.0,20915465.0
14324,Virgin Territory,2007-12-17,4.5,38000000.0,5410749.0
1620,Hitman,2007-11-21,6.1,24000000.0,99965753.0
15969,The Return of Jafar,1994-05-20,6.2,3500000.0,0.0
597208,Nightmare Alley,2021-12-02,7.0,60000000.0,39629195.0
369299,Don't Blame the Kid,2016-05-13,7.7,0.0,0.0
568160,Weathering with You,2019-06-19,8.0,0.0,186965409.0
2758,Addams Family Values,1993-11-19,7.0,47000000.0,48919043.0
375366,The Girl with All the Gifts,2016-09-23,6.5,5005600.0,0.0
11932,Bride of Chucky,1998-10-16,6.0,25000000.0,50671850.0
618162,The Harder They Fall,2021-10-22,6.7,0.0,0.0
717980,Sharper,2023-02-10,7.1,0.0,0.0
955,Mission: Impossible II,2000-05-24,6.1,125000000.0,546388105.0
948,Halloween,1978-10-24,7.6,325000.0,70274000.0
172385,Rio 2,2014-03-19,6.5,103000000.0,500188435.0
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,8.2,0.0,0.0
505262,My Hero Academia: Two Heroes,2018-08-03,7.9,12000000.0,31478826.0
153518,The Angry Birds Movie,2016-05-11,6.2,73000000.0,349779543.0
516329,Antlers,2021-10-28,6.3,17000000.0,18867659.0
6114,Bram Stoker's Dracula,1992-11-13,7.4,40000000.0,215862692.0
1023086,Devil's Workshop,2022-09-30,6.0,0.0,0.0
449443,Den of Thieves,2018-01-18,6.8,30000000.0,80509622.0
14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,5.1,50000000.0,71992655.0
1265,Bridge to Terabithia,2007-02-15,7.3,60000000.0,137587063.0
674324,The Banshees of Inisherin,2022-10-20,7.5,0.0,41000000.0
166424,Fantastic Four,2015-08-05,4.4,120000000.0,167977596.0
1878,Fear and Loathing in Las Vegas,1998-05-22,7.2,18500000.0,10680275.0
896448,Beneath the Surface,2022-04-01,6.8,0.0,0.0
47933,Independence Day: Resurgence,2016-06-22,5.3,165000000.0,389681935.0
74,War of the Worlds,2005-06-28,6.5,132000000.0,603873119.0
567609,Ready or Not,2019-08-21,7.1,6000000.0,57615777.0
1572,Die Hard: With a Vengeance,1995-05-19,7.2,90000000.0,366101666.0
697799,WarHunt,2022-01-21,5.2,0.0,0.0
504253,I Want to Eat Your Pancreas,2018-09-01,8.2,0.0,33748006.0
9257,S.W.A.T.,2003-08-08,6.1,80000000.0,116643346.0
1091,The Thing,1982-06-25,8.0,15000000.0,19629760.0
207,Dead Poets Society,1989-06-02,8.3,16400000.0,235860116.0
614409,To All the Boys: Always and Forever,2021-02-12,7.6,0.0,0.0
239,Some Like It Hot,1959-03-19,8.1,2883848.0,25000000.0
7220,The Punisher,2004-04-15,6.3,33000000.0,54700105.0
888,The Flintstones,1994-05-26,5.3,46000000.0,341631208.0
634429,Shin Ultraman,2022-05-13,7.2,5900000.0,33800000.0
1053722,Bama Rush,2023-05-23,3.8,0.0,0.0
618353,Batman: Death in the Family,2020-10-13,7.2,0.0,0.0
44943,Battle: Los Angeles,2011-03-08,5.7,70000000.0,211819354.0
185,A Clockwork Orange,1971-12-19,8.2,2200000.0,26589000.0
39412,Emmanuelle 3,1977-10-14,4.3,0.0,0.0
16996,17 Again,2009-03-11,6.3,20000000.0,136316880.0
9471,Charlie's Angels: Full Throttle,2003-06-27,5.5,120000000.0,259175788.0
600,Full Metal Jacket,1987-06-26,8.1,30000000.0,46357676.0
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,6.4,155000000.0,415686217.0
26466,Triangle,2009-10-16,6.9,12000000.0,1594955.0
10494,Perfect Blue,1997-07-25,8.3,830000.0,112536.0
87428,That's My Boy,2012-06-14,5.8,70000000.0,58058367.0
453,A Beautiful Mind,2001-12-11,7.9,58000000.0,316800000.0
35019,Nanny McPhee and the Big Bang,2010-03-26,6.3,35000000.0,93251121.0
955740,Dakota,2022-04-01,5.8,0.0,0.0
50270,Paprika,1991-02-13,7.1,0.0,0.0
412117,The Secret Life of Pets 2,2019-05-24,7.0,80000000.0,155152550.0
617653,The Last Duel,2021-10-13,7.5,100000000.0,30500000.0
298250,Jigsaw,2017-10-26,6.2,10000000.0,102952888.0
565770,Blue Beetle,2023-08-16,0.0,120000000.0,0.0
278154,Ice Age: Collision Course,2016-06-23,6.1,105000000.0,408579038.0
594328,Phineas and Ferb: The Movie: Candace Against the Universe,2020-08-28,7.3,0.0,0.0
402900,Ocean's Eight,2018-06-07,7.0,70000000.0,297718711.0
1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,5.6,130000000.0,301913131.0
517302,Hatching,2022-03-04,6.3,3896000.0,490000.0
833593,2037,2022-06-08,7.2,0.0,0.0
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,7.4,58500000.0,128027976.0
11619,Flushed Away,2006-10-22,6.2,149000000.0,178120010.0
805,Rosemary's Baby,1968-06-12,7.8,3200000.0,33395426.0
342473,Ballerina,2016-12-14,7.2,30000000.0,2351359.0
410113,The Loud House Movie,2021-08-20,7.4,0.0,0.0
9982,Chicken Little,2005-11-04,5.9,150000000.0,314432665.0
338970,Tomb Raider,2018-03-05,6.4,94000000.0,274650803.0
59440,Warrior,2011-09-09,7.8,25000000.0,23308615.0
1927,Hulk,2003-06-19,5.5,137000000.0,245360480.0
73861,A Serbian Film,2010-06-16,5.5,0.0,1541.0
423204,Angel Has Fallen,2019-08-21,6.6,40000000.0,146661977.0
11212,Baby's Day Out,1994-07-01,6.3,50000000.0,16671505.0
646,Dr. No,1962-10-07,7.0,1200000.0,59567035.0
348350,Solo: A Star Wars Story,2018-05-15,6.6,250000000.0,392952373.0
258509,Alvin and the Chipmunks: The Road Chip,2015-12-17,6.0,90000000.0,233755553.0
8982,The Protector,2005-08-11,7.1,6000000.0,27165581.0
278927,The Jungle Book,2016-04-07,6.9,175000000.0,966550600.0
109451,Cloudy with a Chance of Meatballs 2,2013-09-26,6.4,78000000.0,248384621.0
141,Donnie Darko,2001-10-24,7.8,6000000.0,7500000.0
36557,Casino Royale,2006-11-14,7.5,150000000.0,599045960.0
9530,RV,2006-04-28,5.9,50000000.0,87528173.0
567604,Once Upon a Deadpool,2018-12-11,7.1,0.0,0.0
4488,Friday the 13th,1980-05-09,6.4,550000.0,59754601.0
345,Eyes Wide Shut,1999-07-16,7.5,65000000.0,162100000.0
13888,Return to the Blue Lagoon,1991-08-02,6.3,11000000.0,2807854.0
852096,We Have a Ghost,2023-02-24,6.6,0.0,0.0
9378,Thir13en Ghosts,2001-10-26,6.2,42000000.0,68467960.0
23827,Paranormal Activity,2007-09-14,6.0,215000.0,193355800.0
501929,The Mitchells vs. the Machines,2021-04-22,7.9,75000000.0,0.0
621870,Secret Society of Second Born Royals,2020-09-25,6.8,0.0,0.0
16871,Drag Me to Hell,2009-03-15,6.4,30000000.0,90810892.0
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,7.4,113000000.0,850000000.0
1372,Blood Diamond,2006-12-07,7.5,100000000.0,171720398.0
389,12 Angry Men,1957-04-10,8.5,350000.0,1000000.0
1014390,Bloody Daddy,2023-06-09,6.6,0.0,0.0
10661,You Don't Mess with the Zohan,2008-06-05,5.7,90000000.0,204313400.0
390043,The Hitman's Bodyguard,2017-08-16,6.9,30000000.0,176586701.0
254,King Kong,2005-12-12,6.9,207000000.0,562363449.0
671583,Upside-Down Magic,2020-07-31,7.2,0.0,0.0
127380,Finding Dory,2016-06-16,7.0,200000000.0,1028570889.0
302946,The Accountant,2016-10-13,7.1,44000000.0,155160045.0
2501,The Bourne Identity,2002-06-14,7.5,60000000.0,214034224.0
318256,Hot Girls Wanted,2015-05-29,6.0,0.0,0.0
571055,Down,2019-02-01,6.9,1.0,0.0
9291,The Longest Yard,2005-05-27,6.6,82000000.0,190320568.0
504608,Rocketman,2019-05-17,7.3,40000000.0,167323950.0
1422,The Departed,2006-10-04,8.2,90000000.0,291465000.0
927,Gremlins,1984-06-07,7.1,11000000.0,153083102.0
227,The Outsiders,1983-03-25,7.2,10000000.0,33697647.0
17335,Obsessed,2009-02-26,5.7,20000000.0,73830340.0
14405,Beverly Hills Chihuahua,2008-10-03,5.3,20000000.0,149281606.0
204082,Homefront,2013-11-12,6.9,22000000.0,43058898.0
12244,9,2009-08-19,6.9,30000000.0,48428063.0
10439,Hocus Pocus,1993-07-16,7.1,28000000.0,45395069.0
6466,Freddy vs. Jason,2003-08-15,6.0,30000000.0,116643421.0
723419,Mr. Harrigan's Phone,2022-10-05,6.5,0.0,0.0
228165,The SpongeBob Movie: Sponge Out of Water,2015-01-28,6.1,74000000.0,311594032.0
28460,Sailor Moon SuperS: The Movie: Black Dream Hole,1995-12-23,8.1,0.0,0.0
1417,Pan's Labyrinth,2006-10-10,7.8,19000000.0,83258226.0
340666,Nocturnal Animals,2016-11-04,7.4,22500000.0,29252978.0
346672,Underworld: Blood Wars,2016-11-24,5.8,35000000.0,81093313.0
11187,Child's Play 3,1991-08-30,5.9,13000000.0,20560255.0
760099,Living,2022-11-04,7.0,0.0,6999027.0
11674,101 Dalmatians,1996-11-27,5.9,54000000.0,320689294.0
1109384,I CAN,2023-06-13,10.0,0.0,0.0
1690,Hostel,2005-09-17,5.9,4800000.0,81979826.0
1371,Rocky III,1982-05-28,6.9,17000000.0,270000000.0
10200,The Day the Earth Stood Still,2008-12-10,5.6,80000000.0,233093859.0
267860,London Has Fallen,2016-03-02,6.2,60000000.0,205754447.0
170,28 Days Later,2002-10-31,7.2,5000000.0,85720385.0
581,Dances with Wolves,1990-03-30,7.9,22000000.0,424208848.0
991833,Cat Pack: A PAW Patrol Exclusive Event,2022-06-24,7.4,0.0,0.0
25,Jarhead,2005-11-04,6.6,72000000.0,97076152.0
893297,American Sicario,2021-12-10,6.0,0.0,0.0
583083,The Kissing Booth 2,2020-07-24,7.7,0.0,0.0
137106,The Lego Movie,2014-02-06,7.4,60000000.0,469160692.0
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,6.6,120000000.0,649398328.0
810171,The Valet,2022-05-11,7.7,0.0,0.0
825808,See for Me,2022-01-07,6.1,0.0,0.0
27582,The Mechanic,2011-01-13,6.5,40000000.0,51070807.0
11397,Not Another Teen Movie,2001-12-07,5.8,16000000.0,66468332.0
447200,Skyscraper,2018-07-11,6.3,125000000.0,292351275.0
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,8.4,0.0,20000000.0
11635,Old School,2003-02-21,6.6,24000000.0,87135520.0
45610,Machine Gun Preacher,2011-09-23,6.7,30000000.0,2527904.0
2756,The Abyss,1989-08-09,7.3,70000000.0,90000098.0
340382,Attack on Titan II: End of the World,2015-09-01,6.0,0.0,0.0
745881,The Medium,2021-07-14,7.1,0.0,7230000.0
13179,Tinker Bell,2008-09-11,6.8,48000000.0,0.0
17529,True Grit,1969-06-11,7.4,0.0,31132592.0
500,Reservoir Dogs,1992-09-02,8.1,1200000.0,2859750.0
34584,The NeverEnding Story,1984-04-05,7.2,27000000.0,20158808.0
12665,Powder,1995-10-27,6.9,9500000.0,30862156.0
565,The Ring,2002-10-18,6.6,48000000.0,249348933.0
11186,Child's Play 2,1990-11-09,6.2,13000000.0,35763605.0
10528,Sherlock Holmes,2009-12-23,7.2,90000000.0,524028679.0
510,One Flew Over the Cuckoo's Nest,1975-11-19,8.4,3000000.0,108981275.0
853,Enemy at the Gates,2001-03-14,7.4,68000000.0,96976270.0
1637,Speed,1994-06-09,7.1,30000000.0,350448145.0
951470,Silverton Siege,2022-04-27,6.4,0.0,0.0
9444,Anastasia,1997-11-20,7.6,53000000.0,139804348.0
458897,Charlie's Angels,2019-11-14,6.5,48000000.0,73279888.0
866413,You People,2023-01-20,5.7,0.0,0.0
616,The Last Samurai,2003-12-05,7.6,140000000.0,456758981.0
614696,#Alive,2020-06-24,7.3,6300000.0,13416285.0
11249,Seed of Chucky,2004-11-12,5.4,12000000.0,24829644.0
438808,White Boy Rick,2018-09-14,6.3,29000000.0,26000000.0
397567,Along with the Gods: The Two Worlds,2017-12-14,8.1,18300000.0,125983972.0
33217,Diary of a Wimpy Kid,2010-03-19,6.2,15000000.0,76196538.0
277,Underworld,2003-09-19,6.8,22000000.0,95708457.0
692454,Boarding House: Hungry Wolves,2020-03-13,1.0,0.0,0.0
152601,Her,2013-12-18,7.9,23000000.0,47351251.0
1701,Con Air,1997-06-05,6.7,75000000.0,224012234.0
11041,The Beverly Hillbillies,1993-10-15,6.2,0.0,0.0
41154,Men in Black 3,2012-05-23,6.5,225000000.0,624026776.0
9837,The Prince of Egypt,1998-12-16,7.2,70000000.0,218613188.0
360784,Hidden,2015-09-15,6.9,0.0,0.0
65650,The Good Doctor,2011-04-23,6.2,6000000.0,5206.0
11153,National Lampoon's Vacation,1983-07-28,7.1,15000000.0,61399552.0
1624,Liar Liar,1997-03-21,6.7,45000000.0,302710615.0
10999,Commando,1985-10-03,6.7,10000000.0,57500000.0
330459,Rogue One: A Star Wars Story,2016-12-14,7.5,200000000.0,1056057273.0
787,Mr. & Mrs. Smith,2005-06-07,6.7,110000000.0,487287646.0
51828,One Day,2011-03-02,7.4,15000000.0,59389433.0
4523,Enchanted,2007-11-20,6.8,85000000.0,340487652.0
163,Ocean's Twelve,2004-12-09,6.6,110000000.0,362744280.0
770,Gone with the Wind,1939-12-15,8.0,4000000.0,402352579.0
728366,Borrego,2022-01-14,5.9,0.0,0.0
1043565,Mindcage,2022-12-16,7.0,0.0,0.0
15255,Undisputed II: Last Man Standing,2006-04-11,7.3,0.0,0.0
45612,Source Code,2011-03-30,7.3,32000000.0,147332697.0
454640,The Angry Birds Movie 2,2019-08-02,7.1,65000000.0,147792047.0
34295,Inuyasha the Movie 3: Swords of an Honorable Ruler,2003-12-20,7.8,0.0,0.0
739413,Mother/Android,2021-12-17,5.9,0.0,0.0
68735,Warcraft,2016-05-25,6.4,160000000.0,433677183.0
484907,Homebound,2022-04-01,4.3,0.0,0.0
76617,Texas Chainsaw 3D,2013-01-03,5.5,10000000.0,47340586.0
8856,The Karate Kid Part II,1986-06-18,6.3,13000000.0,115103979.0
508439,Onward,2020-02-29,7.7,200000000.0,141940042.0
9297,Monster House,2006-06-30,6.7,75000000.0,140175006.0
364,Batman Returns,1992-06-19,6.9,80000000.0,280000000.0
1110918,"Soltera, casada, viuda, divorciada",2023-04-20,2.0,0.0,0.0
1573,Die Hard 2,1990-07-02,6.9,70000000.0,240031094.0
506680,Unbroken: Path to Redemption,2018-09-14,6.9,0.0,0.0
302699,Central Intelligence,2016-06-15,6.4,50000000.0,216972543.0
2300,Space Jam,1996-11-15,6.8,80000000.0,250200000.0
560050,Over the Moon,2020-10-16,7.2,0.0,0.0
1089,Point Break,1991-01-31,7.1,24000000.0,83531958.0
65,8 Mile,2002-11-08,7.1,41000000.0,242875078.0
180719,How Funny Can Sex Be?,1973-12-19,5.6,0.0,0.0
2251,Unfaithful,2002-05-10,6.6,50000000.0,119137784.0
44874,Barbie: A Fashion Fairytale,2010-09-14,7.2,0.0,0.0
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,5.6,38000000.0,119723358.0
291805,Now You See Me 2,2016-06-02,6.8,90000000.0,334901337.0
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,5.8,40000000.0,28169671.0
52520,Underworld: Awakening,2012-01-19,6.3,70000000.0,160112671.0
151512,Jan Dara: The Beginning,2012-09-06,5.7,0.0,0.0
481084,The Addams Family,2019-10-10,6.6,40000000.0,204394183.0
9362,Tremors,1990-01-19,6.9,11000000.0,48572000.0
10601,Peter Pan,2003-12-18,7.2,100000000.0,121975011.0
809717,Moonbound,2021-06-24,6.5,2000000.0,6666618.0
19908,Zombieland,2009-10-07,7.3,23600000.0,102391540.0
4552,A Tale of Two Sisters,2003-06-13,7.1,15050245.0,1062878.0
1691,Hostel: Part II,2007-06-08,5.8,10200000.0,35728183.0
11238,Aladdin and the King of Thieves,1996-05-20,6.3,0.0,0.0
414,Batman Forever,1995-06-16,5.4,100000000.0,336529144.0
132232,Mama,2013-01-17,6.2,15000000.0,146497771.0
251783,Pleasure or Pain,2013-09-05,4.8,0.0,0.0
228326,The Book of Life,2014-10-01,7.5,50000000.0,97437106.0
8274,American Pie Presents: Band Camp,2005-10-30,5.5,10000000.0,0.0
68737,Seventh Son,2014-12-12,5.5,95000000.0,114178613.0
522681,Escape Room,2019-01-03,6.5,9000000.0,155712077.0
19994,Jennifer's Body,2009-09-18,5.9,16000000.0,31556061.0
189,Sin City: A Dame to Kill For,2014-08-20,6.4,65000000.0,39407616.0
620,Ghostbusters,1984-06-08,7.5,30000000.0,296187079.0
8247,Jumper,2008-02-13,6.1,85000000.0,222231186.0
484641,Anna,2019-06-19,6.7,34000000.0,31626978.0
1571,Live Free or Die Hard,2007-06-20,6.6,110000000.0,383531464.0
455839,Time Trap,2017-05-19,6.2,0.0,0.0
68507,Jan Dara,2001-09-28,6.4,0.0,0.0
932430,Prom Pact,2023-03-30,7.3,0.0,0.0
464026,Let's Go To Rose Motel,2013-08-14,4.0,0.0,0.0
14564,Rings,2017-02-01,5.0,25000000.0,83080890.0
643586,Willy's Wonderland,2021-02-12,6.1,5000000.0,431020.0
1541,Thelma & Louise,1991-05-24,7.6,16000000.0,45361000.0
75174,The Grey,2012-01-26,6.6,25000000.0,77278331.0
133121,Resident Evil: Damnation,2012-09-25,6.9,0.0,2325035.0
560144,Skylines,2020-10-25,5.6,70000000.0,0.0
10066,House of Wax,2005-04-30,5.9,40000000.0,68766121.0
689700,Clean,2022-01-28,6.4,0.0,0.0
1124272,Bone Cold,2023-06-13,0.0,0.0,0.0
51739,The Secret World of Arrietty,2010-07-16,7.6,23000000.0,149480483.0
879,Hook,1991-04-10,6.8,70000000.0,300855000.0
11852,The Hot Chick,2002-12-13,6.3,0.0,54639553.0
1813,The Devil's Advocate,1997-10-17,7.5,57000000.0,152944660.0
9659,Mad Max,1979-04-12,6.7,350000.0,100000000.0
64635,Total Recall,2012-08-02,6.0,125000000.0,198802074.0
9879,Striptease,1996-06-28,5.6,50000000.0,113309743.0
765,Evil Dead II,1987-03-13,7.6,3500000.0,10900000.0
72571,Paranormal Activity 3,2011-10-19,5.9,5000000.0,207039844.0
10781,The Texas Chainsaw Massacre: The Beginning,2006-10-05,6.1,16000000.0,107363905.0
116711,Epic,2013-05-15,6.5,100000000.0,268426634.0
227159,Horrible Bosses 2,2014-11-26,6.2,42000000.0,107670357.0
1370,Rambo III,1988-05-24,6.2,63000000.0,189015611.0
287948,The Transporter Refueled,2015-09-02,5.5,25000000.0,72629670.0
1891,The Empire Strikes Back,1980-05-20,8.4,18000000.0,538400000.0
440471,Escape Plan 2: Hades,2018-06-05,5.1,20000000.0,17500000.0
581389,Space Sweepers,2021-02-05,7.1,21000000.0,24571.0
657,From Russia with Love,1963-10-10,7.1,2500000.0,78900000.0
800939,Ticket to Paradise,2022-09-08,6.6,20000000.0,160542536.0
7518,Over the Hedge,2006-05-17,6.5,80000000.0,343397247.0
1020910,Influencer,2023-05-18,6.9,0.0,0.0
33196,Tidal Wave,2009-06-06,6.9,16000000.0,71641901.0
1005776,V/H/S/99,2022-09-15,6.1,0.0,0.0
13183,Watchmen,2009-03-04,7.3,130000000.0,185258983.0
1367,Rocky II,1979-06-15,7.3,7000000.0,85182160.0
34544,The A-Team,2010-06-09,6.4,110000000.0,177238796.0
13700,Home on the Range,2004-04-02,6.0,110000000.0,145358062.0
122906,About Time,2013-09-04,7.9,12000000.0,87100449.0
1949,Zodiac,2007-03-02,7.5,65000000.0,84785914.0
10054,Spy Kids,2001-03-18,5.8,35000000.0,147934180.0
632065,House Party,2023-01-12,6.4,0.0,0.0
64688,21 Jump Street,2012-03-14,6.9,42000000.0,201585328.0
10536,The Italian Job,1969-06-02,7.0,3000000.0,0.0
22538,Scott Pilgrim vs. the World,2010-08-12,7.5,85000000.0,48000000.0
289,Casablanca,1942-11-26,8.2,878000.0,10462500.0
602,Independence Day,1996-06-25,6.9,75000000.0,817400891.0
9312,Mortal Kombat,1995-08-18,5.8,18000000.0,122195920.0
26022,My Name Is Khan,2010-02-10,8.1,12000000.0,42345360.0
618344,Justice League Dark: Apokolips War,2020-05-05,8.3,0.0,0.0
862551,Me Time,2022-08-26,5.9,0.0,0.0
270303,It Follows,2014-09-24,6.6,2000000.0,14674076.0
917007,Bed Rest,2022-12-08,5.7,0.0,0.0
14,American Beauty,1999-09-15,8.0,15000000.0,356296601.0
300668,Annihilation,2018-02-22,6.4,40000000.0,43070915.0
10501,The Road to El Dorado,2000-03-31,7.2,95000000.0,76432727.0
6977,No Country for Old Men,2007-06-13,7.9,25000000.0,171627166.0
121734,"Tad, the Lost Explorer",2012-08-10,6.2,10500000.0,23000000.0
947890,The Ancestral,2022-03-24,6.4,0.0,0.0
10214,Son of the Mask,2005-02-18,4.1,84000000.0,0.0
157544,The Vatican Tapes,2015-07-23,5.3,13000000.0,1784763.0
72784,The Loft,2014-10-14,6.4,14000000.0,10076790.0
476299,Ghostland,2018-03-14,7.4,0.0,0.0
106758,Angel Guts: Red Porno,1981-12-25,5.3,0.0,0.0
324668,Jason Bourne,2016-07-27,6.3,120000000.0,415484914.0
502242,Beauty Salon: Special Service 2,2018-02-13,7.0,0.0,0.0
7512,Idiocracy,2006-09-01,6.3,30000000.0,495303.0
12222,Horton Hears a Who!,2008-03-03,6.5,85000000.0,298572799.0
1126637,Pollen,2023-06-06,3.0,0.0,0.0
214,Saw III,2006-10-27,6.4,10000000.0,164874275.0
47519,Big Tits Zombie,2010-05-15,5.2,0.0,0.0
1246,Rocky Balboa,2006-12-20,6.8,24000000.0,155929020.0
123553,The Mortal Instruments: City of Bones,2013-08-21,6.4,60000000.0,95396573.0
51620,Death Race 2,2010-11-12,5.8,7000000.0,0.0
9804,Waterworld,1995-07-28,6.2,175000000.0,264218220.0
8689,Cannibal Holocaust,1980-02-07,6.3,100000.0,0.0
23631,Machete,2010-09-01,6.3,20000000.0,44093316.0
727745,The Kissing Booth 3,2021-08-11,7.0,0.0,0.0
751237,Umma,2022-03-18,5.5,0.0,2118582.0
10229,A Walk to Remember,2002-01-25,7.7,11800000.0,47494916.0
393345,Cult of Chucky,2017-10-12,5.8,6500000.0,2200000.0
9792,The Hills Have Eyes,2006-03-10,6.4,15000000.0,69623713.0
1008042,Talk to Me,2023-07-26,0.0,0.0,0.0
729720,The Last Mercenary,2021-07-30,6.6,0.0,0.0
315837,Ghost in the Shell,2017-03-29,6.1,110000000.0,169801921.0
785398,EO,2022-09-30,6.6,0.0,0.0
730840,Trollhunters: Rise of the Titans,2021-07-21,7.7,0.0,0.0
8456,Never Back Down,2008-03-04,6.8,20000000.0,41627431.0
487297,What Men Want,2019-02-08,6.2,20000000.0,69766483.0
591273,Fear Street: 1994,2021-06-28,6.7,0.0,0.0
980489,Gran Turismo,2023-08-09,0.0,0.0,0.0
736069,Justice Society: World War II,2021-04-27,7.5,0.0,0.0
597316,My Little Pony: A New Generation,2021-09-23,7.8,0.0,4100000.0
258489,The Legend of Tarzan,2016-06-29,5.9,180000000.0,356743061.0
522931,Hitman's Wife's Bodyguard,2021-06-14,6.7,70000000.0,70060492.0
9737,Bad Boys,1995-04-07,6.8,19000000.0,141407024.0
9495,The Crow,1994-05-11,7.5,23000000.0,50694672.0
24584,Get Real,1998-08-16,6.8,0.0,0.0
430155,Coma,2019-11-19,6.4,4000000.0,2363584.0
10137,Stuart Little,1999-12-17,6.0,133000000.0,300135367.0
27581,The Other Guys,2010-08-06,6.3,100000000.0,170432927.0
522162,Midway,2019-11-06,7.1,100000000.0,127420861.0
333381,Return to Sender,2015-05-31,6.2,0.0,0.0
301502,Blonde,2022-09-16,6.1,22000000.0,0.0
82633,Lawless,2012-08-29,7.0,26000000.0,53676580.0
5879,In the Realm of the Senses,1976-09-15,6.6,0.0,0.0
535845,Brian Banks,2019-08-09,7.3,10000000.0,4300000.0
1498,Teenage Mutant Ninja Turtles,1990-03-30,6.6,13500000.0,201965915.0
9335,Transporter 2,2005-08-03,6.3,32000000.0,89083229.0
775996,Outside the Wire,2021-01-15,6.4,0.0,0.0
1830,Lord of War,2005-09-16,7.3,50000000.0,72617068.0
387810,Hot Neighbors,2016-01-28,6.2,0.0,0.0
54138,Star Trek Into Darkness,2013-05-05,7.3,190000000.0,467365246.0
23629,Sucker Punch,2011-03-24,6.2,82000000.0,89792502.0
693134,Dune: Part Two,2023-11-01,0.0,0.0,0.0
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,5.8,3000000.0,30000000.0
120467,The Grand Budapest Hotel,2014-02-26,8.1,30000000.0,174600318.0
1885,The Karate Kid,1984-06-22,7.2,8000000.0,130442786.0
187017,22 Jump Street,2014-06-05,6.8,50000000.0,331333876.0
581392,Peninsula,2020-07-15,6.8,17000000.0,42698327.0
11917,Saw V,2008-10-23,6.2,10800000.0,113864059.0
516486,Greyhound,2020-07-10,7.4,50300000.0,0.0
211672,Minions,2015-06-17,6.4,74000000.0,1156730962.0
678287,Marmaduke,2022-04-28,5.4,0.0,1379888.0
28209,Emmanuelle: The Joys of a Woman,1975-12-15,5.4,0.0,0.0
802,Lolita,1962-06-13,7.4,2000000.0,9250000.0
9603,Clueless,1995-07-19,7.3,12000000.0,56631572.0
